Country,Disaster Type,Total Deaths,Disaster_Occurred
Poland,Industrial accident (General),10.0,1
Tunisia,Water,17.0,1
Nigeria,Industrial accident (General),110.0,1
Japan,Water,26.0,1
Madagascar,Storm,12.0,1
India,Miscellaneous accident (General),11.0,1
Canada,Storm,,1
United States Of America,Storm,,1
United States Of America,Wildfire,,1
India,Extreme temperature,25.0,1
Pakistan,Extreme temperature,,1
Venezuela (Bolivarian Republic Of),Flood,1.0,1
Democratic Republic Of The Congo,Epidemic,8.0,1
Nigeria,Storm,7.0,1
United Republic Of Tanzania,Flood,10.0,1
Iraq,Storm,1.0,1
United States Of America,Storm,3.0,1
Ecuador,Flood,40.0,1
Democratic Republic Of The Congo,Epidemic,5.0,1
Afghanistan,Flood,20.0,1
Brazil,Flood,3.0,1
Canada,Flood,,1
United States Of America,Flood,,1
China,Collapse (Miscellaneous),46.0,1
Ukraine,Road,26.0,1
Thailand,Storm,1.0,1
Cuba,Explosion (Miscellaneous),46.0,1
Ghana,Water,11.0,1
Russian Federation,Wildfire,16.0,1
Liberia,Epidemic,71.0,1
Cameroon,Air,11.0,1
United States Of America,Storm,5.0,1
Puerto Rico,Water,11.0,1
India,Fire (Miscellaneous),27.0,1
Viet Nam,Storm,9.0,1
India,Flood,2035.0,1
Canada,Flood,,1
Thailand,Flood,,1
Iran (Islamic Republic Of),Collapse (Industrial),36.0,1
Senegal,Fire (Miscellaneous),11.0,1
Myanmar,Water,26.0,1
South Africa,Flood,,1
Philippines,Water,7.0,1
Suriname,Flood,,1
China,Flood,48.0,1
Guatemala,Flood,48.0,1
Brazil,Flood,116.0,1
United Republic Of Tanzania,Epidemic,4.0,1
Viet Nam,Flood,13.0,1
Pakistan,Wildfire,4.0,1
Indonesia,Flood,,1
Canada,Storm,12.0,1
United States Of America,Storm,2.0,1
Thailand,Flood,,1
Colombia,Flood,,1
Nigeria,Miscellaneous accident (General),31.0,1
Nepal,Air,22.0,1
Indonesia,Water,19.0,1
Somalia,Flood,,1
Mexico,Storm,31.0,1
China,Earthquake,4.0,1
Sri Lanka,Storm,1.0,1
Cameroon,Flood,2.0,1
Bangladesh,Flood,141.0,1
Afghanistan,Earthquake,1163.0,1
Pakistan,Earthquake,43.0,1
Russian Federation,Storm,6.0,1
Côte D’Ivoire,Flood,13.0,1
Nepal,Storm,21.0,1
Spain,Wildfire,,1
South Africa,Flood,,1
Türkiye,Flood,3.0,1
United States Of America,Flood,,1
Cuba,Flood,3.0,1
Cuba,Storm,3.0,1
Bangladesh,Fire (Industrial),49.0,1
France,Storm,1.0,1
Guyana,Flood,,1
United States Of America,Road,53.0,1
Libya,Water,23.0,1
Jordan,Gas leak,13.0,1
Senegal,Water,14.0,1
Togo,Road,13.0,1
Colombia,Collapse (Miscellaneous),4.0,1
Colombia,Explosion (Industrial),15.0,1
India,Road,22.0,1
Pakistan,Road,22.0,1
Iran (Islamic Republic Of),Rail,21.0,1
India,Mass movement (wet),67.0,1
Australia,Flood,1.0,1
China,Storm,24.0,1
Japan,Storm,,1
Nicaragua,Storm,4.0,1
El Salvador,Storm,1.0,1
Italy,Glacial lake outburst flood,11.0,1
Iran (Islamic Republic Of),Earthquake,5.0,1
Pakistan,Flood,1739.0,1
Ecuador,Flood,3.0,1
Greece,Wildfire,,1
Malaysia,Flood,3.0,1
Brazil,Flood,12.0,1
China,Earthquake,,1
Portugal,Wildfire,3.0,1
Indonesia,Flood,7.0,1
Japan,Extreme temperature,80.0,1
Republic Of Korea,Extreme temperature,2.0,1
Nepal,Epidemic,,1
Georgia,Flood,,1
China,Flood,24.0,1
Peru,Earthquake,,1
Egypt,Road,22.0,1
Mexico,Air,14.0,1
Pakistan,Water,46.0,1
Nigeria,Water,16.0,1
Afghanistan,Flood,44.0,1
Yemen,Flood,,1
Sudan,Flood,146.0,1
Niger,Flood,195.0,1
Philippines,Earthquake,10.0,1
Central African Republic,Flood,16.0,1
Afghanistan,Flood,13.0,1
Yemen,Flood,77.0,1
Kenya,Road,37.0,1
Nigeria,Explosion (Miscellaneous),13.0,1
Bahamas,Water,17.0,1
China,Collapse (Industrial),10.0,1
Nigeria,Road,30.0,1
Albania,Extreme temperature,352.0,1
Austria,Extreme temperature,419.0,1
Belgium,Extreme temperature,434.0,1
Bulgaria,Extreme temperature,1277.0,1
Switzerland,Extreme temperature,302.0,1
Cyprus,Extreme temperature,101.0,1
Czechia,Extreme temperature,279.0,1
Germany,Extreme temperature,8173.0,1
Denmark,Extreme temperature,252.0,1
Spain,Extreme temperature,11324.0,1
Estonia,Extreme temperature,167.0,1
Finland,Extreme temperature,225.0,1
France,Extreme temperature,4807.0,1
United Kingdom Of Great Britain And Northern Ireland,Extreme temperature,3469.0,1
Greece,Extreme temperature,3092.0,1
Croatia,Extreme temperature,731.0,1
Hungary,Extreme temperature,513.0,1
Ireland,Extreme temperature,26.0,1
Italy,Extreme temperature,18010.0,1
Lithuania,Extreme temperature,381.0,1
Luxembourg,Extreme temperature,44.0,1
Latvia,Extreme temperature,105.0,1
Malta,Extreme temperature,76.0,1
Montenegro,Extreme temperature,50.0,1
Netherlands (Kingdom Of The),Extreme temperature,469.0,1
Norway,Extreme temperature,30.0,1
Poland,Extreme temperature,763.0,1
Portugal,Extreme temperature,2212.0,1
Romania,Extreme temperature,2455.0,1
Serbia,Extreme temperature,574.0,1
Slovakia,Extreme temperature,365.0,1
Slovenia,Extreme temperature,154.0,1
Sweden,Extreme temperature,40.0,1
Kyrgyzstan,Extreme temperature,,1
Russian Federation,Flood,1.0,1
Thailand,Flood,2.0,1
Iran (Islamic Republic Of),Flood,92.0,1
United States Of America,Flood,42.0,1
Uganda,Flood,32.0,1
Côte D’Ivoire,Road,21.0,1
Peru,Road,16.0,1
United States Of America,Wildfire,4.0,1
India,Gas leak,,1
Nepal,Mass movement (wet),22.0,1
Sri Lanka,Flood,8.0,1
Gambia,Flood,6.0,1
Nepal,Flood,132.0,1
Japan,Flood,2.0,1
Mongolia,Flood,,1
Senegal,Flood,,1
Republic Of Korea,Flood,14.0,1
Yemen,Flood,13.0,1
Cuba,Fire (Industrial),16.0,1
Bosnia And Herzegovina,Road,12.0,1
Thailand,Fire (Miscellaneous),25.0,1
Chad,Flood,22.0,1
Mexico,Collapse (Industrial),10.0,1
Afghanistan,Flood,156.0,1
China,Flood,,1
Lao People'S Democratic Republic,Flood,1.0,1
Thailand,Flood,,1
Viet Nam,Flood,10.0,1
Venezuela (Bolivarian Republic Of),Flood,,1
Algeria,Wildfire,44.0,1
New Zealand,Storm,,1
Afghanistan,Flood,19.0,1
Austria,Storm,5.0,1
France,Storm,5.0,1
Italy,Storm,2.0,1
China,Flood,52.0,1
Cameroon,Mass movement (wet),5.0,1
Egypt,Fire (Miscellaneous),41.0,1
Pakistan,Road,20.0,1
Venezuela (Bolivarian Republic Of),Water,40.0,1
Armenia,Explosion (Miscellaneous),17.0,1
India,Flood,63.0,1
Türkiye,Road,15.0,1
Türkiye,Road,19.0,1
Russian Federation,Road,16.0,1
Mauritania,Flood,14.0,1
Philippines,Storm,,1
Malawi,Epidemic,1769.0,1
Sierra Leone,Flood,12.0,1
Indonesia,Road,10.0,1
Libya,Water,21.0,1
Iran (Islamic Republic Of),Road,16.0,1
China,Earthquake,118.0,1
Zimbabwe,Epidemic,750.0,1
Mexico,Flood,8.0,1
Republic Of Korea,Storm,12.0,1
Mexico,Flood,5.0,1
Viet Nam,Fire (Miscellaneous),32.0,1
Uganda,Mass movement (wet),19.0,1
Bulgaria,Flood,,1
Tunisia,Water,20.0,1
Brazil,Water,11.0,1
India,Flood,,1
Nepal,Flood,15.0,1
Papua New Guinea,Earthquake,7.0,1
Lebanon,Epidemic,11.0,1
Syrian Arab Republic,Epidemic,87.0,1
Indonesia,Earthquake,,1
Tunisia,Water,12.0,1
Nigeria,Road,20.0,1
Iraq,Road,11.0,1
Canada,Storm,1.0,1
Dominican Republic,Storm,2.0,1
Guadeloupe,Storm,1.0,1
Puerto Rico,Storm,25.0,1
Japan,Storm,5.0,1
Italy,Flood,12.0,1
Taiwan (Province Of China),Earthquake,1.0,1
Cambodia,Storm,16.0,1
Philippines,Storm,17.0,1
Thailand,Storm,1.0,1
Viet Nam,Storm,2.0,1
Cuba,Storm,3.0,1
United States Of America,Storm,152.0,1
Venezuela (Bolivarian Republic Of),Flood,20.0,1
Viet Nam,Miscellaneous accident (General),12.0,1
Indonesia,Miscellaneous accident (General),135.0,1
India,Road,26.0,1
Mexico,Earthquake,3.0,1
Mexico,Earthquake,2.0,1
Cambodia,Water,21.0,1
Syrian Arab Republic,Water,89.0,1
Japan,Storm,3.0,1
India,Road,31.0,1
Guatemala,Road,17.0,1
Greece,Water,46.0,1
Bangladesh,Water,68.0,1
China,Fire (Miscellaneous),17.0,1
Congo,Road,34.0,1
Iran (Islamic Republic Of),Earthquake,,1
Thailand,Flood,4.0,1
Ghana,Flood,,1
Nigeria,Epidemic,178.0,1
Indonesia,Flood,10.0,1
Haiti,Epidemic,511.0,1
Colombia,Storm,,1
Costa Rica,Storm,,1
Guatemala,Storm,4.0,1
Honduras,Storm,5.0,1
Nicaragua,Storm,1.0,1
El Salvador,Storm,10.0,1
Venezuela (Bolivarian Republic Of),Mass movement (wet),106.0,1
South Sudan,Flood,,1
Uganda,Epidemic,55.0,1
Mali,Flood,10.0,1
Honduras,Flood,9.0,1
Philippines,Storm,,1
Cambodia,Flood,15.0,1
Viet Nam,Flood,2.0,1
Ethiopia,Epidemic,271.0,1
Cambodia,Water,11.0,1
Türkiye,Explosion (Industrial),41.0,1
Colombia,Road,20.0,1
Nigeria,Flood,603.0,1
Mexico,Storm,3.0,1
Viet Nam,Storm,19.0,1
Sri Lanka,Flood,3.0,1
Australia,Flood,2.0,1
Philippines,Storm,,1
Taiwan (Province Of China),Storm,,1
Venezuela (Bolivarian Republic Of),Mass movement (wet),3.0,1
Russian Federation,Air,15.0,1
Colombia,Flood,,1
Philippines,Mass movement (wet),5.0,1
Sao Tome And Principe,Epidemic,,1
Guinea,Flood,,1
Indonesia,Flood,5.0,1
Bangladesh,Storm,35.0,1
Benin,Flood,44.0,1
France,Storm,,1
Mexico,Storm,4.0,1
Colombia,Flood,26.0,1
Indonesia,Water,14.0,1
Uganda,Fire (Miscellaneous),11.0,1
Nigeria,Water,14.0,1
Philippines,Earthquake,,1
Venezuela (Bolivarian Republic Of),Storm,,1
Philippines,Storm,158.0,1
India,Collapse (Miscellaneous),137.0,1
Republic Of Korea,Miscellaneous accident (General),159.0,1
Democratic Republic Of The Congo,Miscellaneous accident (General),11.0,1
Venezuela (Bolivarian Republic Of),Flood,3.0,1
Ethiopia,Flood,,1
Belize,Storm,,1
Venezuela (Bolivarian Republic Of),Flood,9.0,1
United Republic Of Tanzania,Air,19.0,1
Guinea,Road,24.0,1
Colombia,Mass movement (wet),,1
Nepal,Earthquake,6.0,1
Indonesia,Flood,,1
Malaysia,Flood,,1
Thailand,Flood,,1
Maldives,Fire (Miscellaneous),10.0,1
United States Of America,Storm,5.0,1
United States Of America,Storm,2.0,1
Indonesia,Flood,3.0,1
Algeria,Road,16.0,1
Egypt,Road,20.0,1
Togo,Flood,,1
Colombia,Flood,7.0,1
Democratic Republic Of The Congo,Flood,7.0,1
Congo,Flood,,1
State Of Palestine,Fire (Miscellaneous),21.0,1
Pakistan,Road,20.0,1
Iraq,Explosion (Industrial),11.0,1
Indonesia,Earthquake,334.0,1
Panama,Flood,,1
Egypt,Road,12.0,1
China,Explosion (Industrial),38.0,1
Türkiye,Earthquake,2.0,1
Democratic Republic Of The Congo,Flood,32.0,1
Rwanda,Flood,3.0,1
Cameroon,Mass movement (wet),14.0,1
Italy,Mass movement (wet),12.0,1
China,Fire (Miscellaneous),10.0,1
Morocco,Road,11.0,1
Nigeria,Road,37.0,1
Nigeria,Road,17.0,1
Indonesia,Flood,1.0,1
Brazil,Flood,10.0,1
Eswatini,Storm,,1
Sri Lanka,Flood,1.0,1
Indonesia,Volcanic activity,,1
South Africa,Flood,17.0,1
Colombia,Mass movement (wet),34.0,1
Brazil,Flood,32.0,1
Viet Nam,Flood,5.0,1
Spain,Rail,,1
Ukraine,Road,16.0,1
India,Storm,,1
Sri Lanka,Storm,2.0,1
Mongolia,Extreme temperature,,1
Cameroon,Epidemic,295.0,1
Indonesia,Explosion (Industrial),10.0,1
France,Fire (Miscellaneous),10.0,1
Democratic Republic Of The Congo,Flood,175.0,1
Afghanistan,Road,31.0,1
Thailand,Water,29.0,1
United States Of America,Earthquake,2.0,1
Malaysia,Mass movement (wet),33.0,1
Malaysia,Flood,8.0,1
Thailand,Flood,7.0,1
United States Of America,Storm,3.0,1
Türkiye,Flood,,1
Brazil,Flood,2.0,1
Canada,Storm,4.0,1
United States Of America,Storm,98.0,1
Japan,Storm,19.0,1
Chile,Wildfire,1.0,1
Bosnia And Herzegovina,Flood,1.0,1
Croatia,Flood,,1
Chile,Wildfire,2.0,1
India,Road,16.0,1
Democratic Republic Of The Congo,Water,12.0,1
Russian Federation,Fire (Miscellaneous),22.0,1
Philippines,Flood,70.0,1
South Africa,Road,34.0,1
Cambodia,Fire (Miscellaneous),26.0,1
Democratic Republic Of The Congo,Road,10.0,1
Bolivia (Plurinational State Of),Road,11.0,1
Mexico,Road,15.0,1
Morocco,Water,21.0,1
Malawi,Flood,62.0,1
Indonesia,Flood,,1
Trinidad And Tobago,Flood,,1
Indonesia,Flood,1.0,1
Saint Lucia,Flood,,1
Uganda,Flood,16.0,1
Kenya,Epidemic,202.0,1
Sierra Leone,Fire (Miscellaneous),,1
Mozambique,Flood,88.0,1
United States Of America,Storm,18.0,1
United Republic Of Tanzania,Road,23.0,1
Marshall Islands,Drought,,1
Ethiopia,Drought,,1
United States Of America,Drought,136.0,1
Brazil,Drought,,1
Cabo Verde,Drought,,1
Niger,Drought,,1
Chad,Drought,,1
Djibouti,Drought,,1
France,Drought,,1
United Kingdom Of Great Britain And Northern Ireland,Drought,,1
Italy,Drought,,1
Portugal,Drought,,1
Uganda,Drought,2465.0,1
China,Drought,,1
Burkina Faso,Drought,,1
Cameroon,Drought,,1
Central African Republic,Drought,,1
Democratic Republic Of The Congo,Drought,,1
Malawi,Drought,,1
Mali,Drought,,1
Nigeria,Drought,,1
Sudan,Drought,,1
Uruguay,Drought,,1
Philippines,Flood,52.0,1
Nigeria,Water,20.0,1
Indonesia,Earthquake,1.0,1
Colombia,Mass movement (wet),,1
Armenia,Fire (Miscellaneous),15.0,1
Iran (Islamic Republic Of),Earthquake,,1
Ukraine,Air,16.0,1
Senegal,Road,22.0,1
China,Road,19.0,1
Kenya,Road,21.0,1
Uganda,Road,16.0,1
Uganda,Miscellaneous accident (General),10.0,1
Afghanistan,Extreme temperature,166.0,1
Madagascar,Storm,53.0,1
China,Mass movement (wet),28.0,1
Serbia,Flood,2.0,1
Brazil,Flood,5.0,1
United States Of America,Storm,11.0,1
Syrian Arab Republic,Collapse (Miscellaneous),16.0,1
Thailand,Road,11.0,1
Republic Of Korea,Fire (Miscellaneous),,1
Algeria,Miscellaneous accident (General),17.0,1
Australia,Flood,,1
Nepal,Air,72.0,1
Indonesia,Flood,,1
Malaysia,Flood,,1
Mozambique,Epidemic,141.0,1
Indonesia,Flood,,1
New Zealand,Flood,4.0,1
Iran (Islamic Republic Of),Earthquake,3.0,1
Chile,Wildfire,26.0,1
Canada,Extreme temperature,2.0,1
United States Of America,Extreme temperature,10.0,1
Syrian Arab Republic,Earthquake,5670.0,1
Türkiye,Earthquake,53000.0,1
Bolivia (Plurinational State Of),Flood,5.0,1
Zambia,Flood,,1
Pakistan,Water,51.0,1
Benin,Road,22.0,1
Cuba,Water,17.0,1
Peru,Road,25.0,1
Pakistan,Road,41.0,1
Chad,Road,20.0,1
Japan,Water,10.0,1
India,Collapse (Miscellaneous),33.0,1
China,Road,16.0,1
Peru,Mass movement (wet),38.0,1
Zambia,Epidemic,2.0,1
Guinea-Bissau,Fire (Miscellaneous),,1
Indonesia,Earthquake,4.0,1
Burkina Faso,Collapse (Industrial),10.0,1
Austria,Mass movement (wet),8.0,1
Switzerland,Mass movement (wet),2.0,1
Italy,Mass movement (wet),1.0,1
Mozambique,Flood,14.0,1
New Zealand,Storm,11.0,1
South Africa,Flood,17.0,1
South Africa,Road,20.0,1
Panama,Road,39.0,1
Equatorial Guinea,Epidemic,10.0,1
Syrian Arab Republic,Earthquake,,1
Türkiye,Earthquake,6.0,1
Brazil,Flood,67.0,1
Philippines,Flood,15.0,1
Madagascar,Storm,17.0,1
Mozambique,Storm,183.0,1
Mauritius,Storm,1.0,1
Malawi,Storm,1209.0,1
Réunion,Storm,,1
Zimbabwe,Storm,2.0,1
China,Collapse (Industrial),53.0,1
Namibia,Flood,,1
Philippines,Flood,2.0,1
Italy,Water,64.0,1
Algeria,Road,10.0,1
Syrian Arab Republic,Earthquake,,1
Türkiye,Earthquake,1.0,1
Zambia,Flood,,1
Lebanon,Extreme temperature,,1
Nigeria,Explosion (Industrial),12.0,1
Greece,Rail,57.0,1
Paraguay,Flood,,1
Vanuatu,Storm,,1
Malaysia,Flood,4.0,1
United States Of America,Storm,13.0,1
Indonesia,Mass movement (wet),55.0,1
Brazil,Flood,,1
Ecuador,Flood,30.0,1
Indonesia,Storm,1.0,1
Vanuatu,Storm,,1
Australia,Flood,,1
Côte D’Ivoire,Road,,1
Peru,Road,13.0,1
Bangladesh,Fire (Miscellaneous),,1
Indonesia,Fire (Industrial),33.0,1
United States Of America,Storm,3.0,1
Peru,Flood,71.0,1
Australia,Flood,,1
South Sudan,Epidemic,1.0,1
Türkiye,Flood,19.0,1
Colombia,Explosion (Industrial),21.0,1
Iran (Islamic Republic Of),Miscellaneous accident (General),11.0,1
Italy,Water,100.0,1
Madagascar,Water,34.0,1
Gabon,Water,37.0,1
Tunisia,Water,14.0,1
Bangladesh,Explosion (Miscellaneous),15.0,1
Bangladesh,Road,19.0,1
Ecuador,Earthquake,14.0,1
Peru,Earthquake,1.0,1
Afghanistan,Earthquake,5.0,1
Pakistan,Earthquake,11.0,1
Brazil,Flood,6.0,1
Pakistan,Flood,10.0,1
Syrian Arab Republic,Flood,,1
India,Storm,16.0,1
Nigeria,Epidemic,1055.0,1
Iran (Islamic Republic Of),Earthquake,,1
Somalia,Flood,21.0,1
Pakistan,Flood,14.0,1
Bolivia (Plurinational State Of),Flood,3.0,1
United States Of America,Storm,25.0,1
Ecuador,Mass movement (wet),75.0,1
Bolivia (Plurinational State Of),Flood,,1
Brazil,Flood,,1
South Africa,Flood,3.0,1
Mexico,Fire (Miscellaneous),40.0,1
Saudi Arabia,Road,20.0,1
Tunisia,Water,34.0,1
Nigeria,Road,22.0,1
Ethiopia,Flood,91.0,1
Kenya,Flood,36.0,1
Philippines,Water,31.0,1
Papua New Guinea,Earthquake,8.0,1
Pakistan,Miscellaneous accident (General),11.0,1
United States Of America,Storm,31.0,1
Democratic Republic Of The Congo,Mass movement (wet),19.0,1
India,Collapse (Miscellaneous),36.0,1
Morocco,Road,11.0,1
Colombia,Flood,1.0,1
Somalia,Epidemic,14.0,1
Brazil,Flood,6.0,1
Brazil,Flood,5.0,1
United States Of America,Storm,5.0,1
Pakistan,Flood,14.0,1
Belarus,Flood,,1
Latvia,Flood,,1
New Zealand,Storm,,1
Republic Of Korea,Wildfire,1.0,1
Tunisia,Water,20.0,1
Morocco,Water,11.0,1
Italy,Water,22.0,1
Peru,Flood,25.0,1
Burundi,Flood,14.0,1
United States Of America,Flood,,1
United Republic Of Tanzania,Flood,13.0,1
Indonesia,Mass movement (wet),5.0,1
Iran (Islamic Republic Of),Storm,3.0,1
Iraq,Storm,3.0,1
China,Fire (Miscellaneous),29.0,1
Brazil,Storm,,1
India,Extreme temperature,11.0,1
United Arab Emirates,Fire (Miscellaneous),16.0,1
United Republic Of Tanzania,Flood,,1
Tajikistan,Earthquake,,1
Peru,Storm,8.0,1
United States Of America,Storm,1.0,1
Cambodia,Storm,,1
Ukraine,Flood,,1
Philippines,Storm,,1
Angola,Flood,54.0,1
Myanmar,Storm,8.0,1
Yemen,Miscellaneous accident (General),85.0,1
Türkiye,Storm,1.0,1
United States Of America,Storm,,1
Bangladesh,Storm,10.0,1
Thailand,Storm,,1
Sri Lanka,Storm,,1
Brazil,Flood,,1
Kenya,Flood,,1
Uganda,Flood,23.0,1
Viet Nam,Flood,,1
Pakistan,Flood,12.0,1
Rwanda,Flood,131.0,1
China,Earthquake,,1
Italy,Flood,2.0,1
Canada,Flood,2.0,1
China,Explosion (Industrial),10.0,1
Egypt,Road,17.0,1
Japan,Earthquake,1.0,1
Canada,Wildfire,2.0,1
Democratic Republic Of The Congo,Flood,2830.0,1
Peru,Fire (Industrial),27.0,1
India,Water,22.0,1
China,Flood,,1
Guatemala,Volcanic activity,,1
United States Of America,Storm,1.0,1
Russian Federation,Wildfire,21.0,1
Sierra Leone,Storm,15.0,1
Afghanistan,Flood,4.0,1
Czechia,Flood,,1
Italy,Flood,15.0,1
Bangladesh,Storm,3.0,1
India,Storm,,1
Myanmar,Storm,148.0,1
Somalia,Flood,22.0,1
Mongolia,Extreme temperature,2.0,1
Guam,Storm,2.0,1
Japan,Storm,3.0,1
Philippines,Storm,1.0,1
Taiwan (Province Of China),Storm,1.0,1
Australia,Road,10.0,1
Cameroon,Road,16.0,1
Pakistan,Mass movement (wet),11.0,1
Australia,Water,39.0,1
El Salvador,Miscellaneous accident (General),12.0,1
Malawi,Road,24.0,1
Cameroon,Road,14.0,1
Nigeria,Water,40.0,1
Zambia,Road,24.0,1
Mexico,Road,13.0,1
Croatia,Flood,,1
Bosnia And Herzegovina,Flood,,1
France,Earthquake,,1
United States Of America,Storm,5.0,1
Brazil,Flood,17.0,1
Nepal,Flood,36.0,1
India,Extreme temperature,179.0,1
Pakistan,Extreme temperature,22.0,1
India,Flood,,1
India,Storm,7.0,1
Pakistan,Storm,1.0,1
United States Of America,Storm,3.0,1
Kazakhstan,Wildfire,14.0,1
Cuba,Flood,6.0,1
Haiti,Flood,78.0,1
China,Flood,25.0,1
Ecuador,Flood,,1
South Africa,Storm,5.0,1
Iran (Islamic Republic Of),Storm,,1
Pakistan,Flood,33.0,1
Philippines,Volcanic activity,,1
China,Mass movement (wet),7.0,1
India,Flood,62.0,1
Barbados,Storm,,1
Saint Vincent And The Grenadines,Storm,,1
Chile,Flood,4.0,1
United States Of America,Extreme temperature,14.0,1
Guatemala,Flood,78.0,1
Indonesia,Storm,,1
Ghana,Flood,8.0,1
United States Of America,Storm,8.0,1
Indonesia,Earthquake,1.0,1
Yemen,Flood,248.0,1
Peru,Epidemic,176.0,1
Dominican Republic,Flood,1.0,1
Venezuela (Bolivarian Republic Of),Flood,12.0,1
India,Road,25.0,1
Kenya,Road,52.0,1
Italy,Water,40.0,1
China,Explosion (Miscellaneous),31.0,1
Canada,Road,19.0,1
Greece,Water,78.0,1
Nigeria,Water,106.0,1
Mali,Road,15.0,1
India,Rail,288.0,1
Serbia,Flood,,1
Armenia,Storm,,1
Georgia,Flood,,1
Argentina,Flood,,1
Gabon,Storm,,1
Japan,Flood,6.0,1
China,Flood,21.0,1
Thailand,Flood,,1
Nepal,Epidemic,,1
United States Of America,Flood,10.0,1
India,Flood,1529.0,1
Pakistan,Flood,217.0,1
Mexico,Road,29.0,1
South Africa,Miscellaneous accident (General),17.0,1
Brazil,Flood,14.0,1
Mongolia,Flood,,1
Sri Lanka,Storm,,1
Indonesia,Flood,6.0,1
Albania,Extreme temperature,363.0,1
Austria,Extreme temperature,486.0,1
Belgium,Extreme temperature,324.0,1
Bulgaria,Extreme temperature,1670.0,1
Switzerland,Extreme temperature,294.0,1
Cyprus,Extreme temperature,151.0,1
Czechia,Extreme temperature,361.0,1
Germany,Extreme temperature,6376.0,1
Denmark,Extreme temperature,189.0,1
Spain,Extreme temperature,8352.0,1
Estonia,Extreme temperature,103.0,1
Finland,Extreme temperature,138.0,1
France,Extreme temperature,2734.0,1
United Kingdom Of Great Britain And Northern Ireland,Extreme temperature,1851.0,1
Greece,Extreme temperature,4339.0,1
Croatia,Extreme temperature,561.0,1
Hungary,Extreme temperature,294.0,1
Ireland,Extreme temperature,60.0,1
Iceland,Extreme temperature,,1
Italy,Extreme temperature,12743.0,1
Liechtenstein,Extreme temperature,1.0,1
Lithuania,Extreme temperature,247.0,1
Luxembourg,Extreme temperature,33.0,1
Latvia,Extreme temperature,58.0,1
Malta,Extreme temperature,70.0,1
Montenegro,Extreme temperature,41.0,1
Netherlands (Kingdom Of The),Extreme temperature,368.0,1
Norway,Extreme temperature,29.0,1
Poland,Extreme temperature,616.0,1
Portugal,Extreme temperature,1432.0,1
Romania,Extreme temperature,2585.0,1
Serbia,Extreme temperature,464.0,1
Slovakia,Extreme temperature,247.0,1
Slovenia,Extreme temperature,95.0,1
Sweden,Extreme temperature,13.0,1
Republic Of Korea,Flood,58.0,1
Greece,Wildfire,3.0,1
Philippines,Storm,2.0,1
Viet Nam,Storm,1.0,1
Colombia,Mass movement (wet),29.0,1
Algeria,Road,34.0,1
Niger,Flood,41.0,1
Italy,Storm,,1
India,Mass movement (wet),28.0,1
Bosnia And Herzegovina,Storm,1.0,1
Croatia,Storm,1.0,1
Serbia,Storm,,1
Slovakia,Storm,,1
Slovenia,Storm,1.0,1
Afghanistan,Flood,67.0,1
Pakistan,Flood,13.0,1
China,Storm,56.0,1
Philippines,Storm,39.0,1
Taiwan (Province Of China),Storm,1.0,1
Canada,Flood,4.0,1
Switzerland,Storm,2.0,1
Germany,Storm,1.0,1
Italy,Storm,2.0,1
Romania,Storm,2.0,1
Serbia,Storm,1.0,1
Cameroon,Collapse (Miscellaneous),40.0,1
Algeria,Wildfire,34.0,1
Indonesia,Water,15.0,1
Senegal,Water,14.0,1
Morocco,Water,13.0,1
Rwanda,Water,10.0,1
Bangladesh,Epidemic,127.0,1
Cameroon,Flood,2.0,1
Senegal,Road,24.0,1
Philippines,Water,32.0,1
Brazil,Explosion (Industrial),11.0,1
India,Flood,23.0,1
Russian Federation,Storm,10.0,1
Viet Nam,Flood,7.0,1
South Africa,Fire (Miscellaneous),2.0,1
Japan,Storm,2.0,1
Republic Of Korea,Storm,2.0,1
Russian Federation,Storm,3.0,1
Uganda,Water,20.0,1
India,Collapse (Industrial),17.0,1
Lao People'S Democratic Republic,Flood,7.0,1
Slovenia,Flood,6.0,1
China,Flood,51.0,1
Portugal,Wildfire,,1
Mongolia,Flood,4.0,1
Bangladesh,Flood,4.0,1
China,Flood,14.0,1
Myanmar,Flood,5.0,1
Viet Nam,Flood,15.0,1
Georgia,Mass movement (wet),18.0,1
China,Earthquake,,1
United States Of America,Wildfire,128.0,1
Japan,Storm,,1
China,Storm,5.0,1
France,Wildfire,,1
Myanmar,Mass movement (wet),39.0,1
United States Of America,Wildfire,2.0,1
Greece,Wildfire,20.0,1
Chile,Flood,3.0,1
Democratic Republic Of The Congo,Epidemic,,1
Pakistan,Flood,16.0,1
India,Mass movement (wet),10.0,1
India,Mass movement (wet),26.0,1
China,Flood,27.0,1
Dominican Republic,Storm,3.0,1
Iran (Islamic Republic Of),Road,10.0,1
Madagascar,Miscellaneous accident (General),13.0,1
Congo,Epidemic,52.0,1
Cuba,Storm,,1
United States Of America,Storm,5.0,1
China,Storm,1.0,1
"China, Hong Kong Special Administrative Region",Storm,,1
Philippines,Storm,4.0,1
Tajikistan,Flood,21.0,1
Pakistan,Flood,6.0,1
Kyrgyzstan,Epidemic,,1
Guinea,Flood,8.0,1
Mauritania,Flood,1.0,1
Algeria,Flood,8.0,1
Spain,Flood,3.0,1
Bulgaria,Flood,4.0,1
Greece,Flood,17.0,1
Türkiye,Flood,8.0,1
Iraq,Road,18.0,1
South Africa,Fire (Miscellaneous),74.0,1
